id,studyID,trial_registration_no,studyID_ROB,trt,pre_n,n,mean_diff,mean_diff_sd,outcome,response,age_mean,adult,length,pc_female,pre_mean,pre_sd,country,daily_dose,session_duration,sessions,weekly_dose,bmi_score,bmi,comorbid,vitD_suppl,D1,D2,D3,D4,D5,overall
343,Kong 2023,,Kong 2023,Mind-body exercises,15,11,0,0.001,Lumbar BMD,,58.6,adults,16,45%,0.85,0.17,China,135,45,4,540,19.6,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
344,Kong 2023,,Kong 2023,Control,15,13,-0.001,0.001,Lumbar BMD,,59.2,adults,12,0.54,0.79,0.09,China,54,45,4,0,18.7,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
345,Kong 2023,,Kong 2023,Mind-body exercises,15,11,0,0.001,Lumbar BMD,,58.6,adults,12,45%,0.85,0.17,China,135,45,4,540,19.6,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
346,Korpelainen 2006,,Korpelainen 2006,Control,,76,-0.007,0.025,Femoral BMD,,72.8,older adults,129,100%,0.67,0.044,Finland,54,45,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
347,Korpelainen 2006,,Korpelainen 2006,Mixed aerobic exercises,,84,-0.005,0.025,Femoral BMD,,72.9,older adults,129,100%,0.674,0.051,Finland,198,45,3,594,25.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
348,Korpelainen 2006,,Korpelainen 2006,Control,,76,-0.003,0.025,Femoral BMD,,72.8,older adults,52,100%,0.67,0.044,Finland,54,45,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
349,Korpelainen 2006,,Korpelainen 2006,Mixed aerobic exercises,,84,-0.001,0.025,Femoral BMD,,72.9,older adults,52,100%,0.674,0.051,Finland,198,45,3,594,25.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
350,Korpelainen 2006,,Korpelainen 2006,Control,,76,,,Fracture,16,72.8,older adults,129,100%,,,Finland,54,45,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
351,Korpelainen 2006,,Korpelainen 2006,Mixed aerobic exercises,,84,,,Fracture,6,72.9,older adults,129,100%,,,Finland,198,45,3,594,25.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
352,Korpelainen 2006,,Korpelainen 2006,Control,,76,0.006,0.029,Hip total BMD,,72.8,older adults,129,100%,0.734,0.029,Finland,54,45,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
353,Korpelainen 2006,,Korpelainen 2006,Mixed aerobic exercises,,84,-0.002,0.029,Hip total BMD,,72.9,older adults,129,100%,0.746,0.029,Finland,198,45,3,594,25.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
354,Korpelainen 2006,,Korpelainen 2006,Control,,76,0.003,0.029,Hip total BMD,,72.8,older adults,52,100%,0.734,0.029,Finland,54,45,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
355,Korpelainen 2006,,Korpelainen 2006,Mixed aerobic exercises,,84,-0.001,0.029,Hip total BMD,,72.9,older adults,52,100%,0.746,0.029,Finland,198,45,3,594,25.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
356,Kotsili 2025,,Kotsili 2025,Control,15,15,0,0.105,Lumbar BMD,,66.7,older adults,16,100%,0.83,0.1,Greece,54,45,3,0,27.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
357,Kotsili 2025,,Kotsili 2025,Combined aerobic/resistance,15,15,0.01,0.095,Lumbar BMD,,67.9,older adults,16,100%,0.84,0.09,Greece,140,45,3,420,27,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
358,Kotsili 2025,,Kotsili 2025,Control,15,15,0,0.075,Hip total BMD,,66.7,older adults,16,100%,0.75,0.08,Greece,54,45,3,0,27.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
359,Kotsili 2025,,Kotsili 2025,Combined aerobic/resistance,15,15,0.05,0.08,Hip total BMD,,67.9,older adults,16,100%,0.76,0.08,Greece,140,45,3,420,27,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
360,Kukuljan 2009,,Kukuljan 2009,Control,44,42,-0.002,0.024,Femoral BMD,,59.9,adults,52,0%,0.933,0.084,Australia,72,60,3,0,26.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
361,Kukuljan 2009,,Kukuljan 2009,Combined aerobic/resistance,46,45,0.016,0.028,Femoral BMD,,60.7,older adults,52,0%,0.938,0.08,Australia,300,60,3,900,28.1,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
362,Kukuljan 2009,,Kukuljan 2009,Control,44,42,0.007,0.009,Lumbar BMD,,59.9,adults,52,0%,1.238,0.169,Australia,72,60,3,0,26.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
363,Kukuljan 2009,,Kukuljan 2009,Combined aerobic/resistance,46,45,0.026,0.011,Lumbar BMD,,60.7,older adults,52,0%,1.247,0.14,Australia,300,60,3,900,28.1,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
364,Kukuljan 2009,,Kukuljan 2009,Control,44,42,0.005,0.017,Hip total BMD,,59.9,adults,52,0%,1.01,0.115,Australia,72,60,3,0,26.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
365,Kukuljan 2009,,Kukuljan 2009,Combined aerobic/resistance,46,45,0.012,0.02,Hip total BMD,,60.7,older adults,52,0%,1.022,0.092,Australia,300,60,3,900,28.1,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
366,Lai 2013,,Lai 2013,Control,16,14,-0.004,0.077,Lumbar BMD,,62.4,older adults,26,100%,0.819,0.078,China,18,15,3,0,23.1,Healthy BMI,Not reported,Not reported,Low,Some concern,Low,Low,High,High
367,Lai 2013,,Lai 2013,Whole body vibration,16,14,0.017,0.093,Lumbar BMD,,60.1,older adults,26,100%,0.818,0.088,China,39,15,3,117,22.7,Healthy BMI,Not reported,Not reported,Low,Some concern,Low,Low,High,High
368,Lee 2021,,Lee 2021,Control,12,12,0.042,0.187,Lumbar BMD,,71.8,older adults,12,100%,0.922,0.211,China,48,40,3,0,28.9,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,High,High
369,Lee 2021,,Lee 2021,Resistance,15,15,0.039,0.187,Lumbar BMD,,70.1,older adults,12,100%,0.948,0.213,China,200,40,3,600,27,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,High,High
370,Li 2023,ChiCTR2000039049,Li 2023,Control,20,16,-0.073,0.008,Femoral BMD,,62.5,older adults,26,100%,1.059,0.103,China,108,90,3,0,24.8,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
371,Li 2023,ChiCTR2000039049,Li 2023,Combined aerobic/resistance,20,16,0.009,0.003,Femoral BMD,,63.1,older adults,26,100%,1.038,0.087,China,300,90,3,900,24.5,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
372,Li 2023,ChiCTR2000039049,Li 2023,Control,20,16,-0.058,0.022,Lumbar BMD,,62.5,older adults,26,100%,1.037,0.104,China,108,90,3,0,24.8,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
373,Li 2023,ChiCTR2000039049,Li 2023,Combined aerobic/resistance,20,16,0.079,0.03,Lumbar BMD,,63.1,older adults,26,100%,0.912,0.136,China,300,90,3,900,24.5,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
374,Liu 2015,,Liu 2015,Control,48,42,0.001,0.025,Lumbar BMD,,61.9,older adults,52,100%,0.637,0.025,China,54,45,7,0,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
375,Liu 2015,,Liu 2015,Mind-body exercises,50,48,0.012,0.026,Lumbar BMD,,63.2,older adults,52,100%,0.637,0.026,China,135,45,7,945,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
376,Liu 2015,,Liu 2015,Control,48,42,-0.004,0.029,Femoral BMD,,61.9,older adults,52,100%,0.537,0.029,China,54,45,7,0,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
377,Liu 2015,,Liu 2015,Mind-body exercises,50,48,0.009,0.014,Femoral BMD,,63.2,older adults,52,100%,0.539,0.014,China,135,45,7,945,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
378,Liu-Ambrose 2004,,Liu-Ambrose 2004,Control,34,31,-0.001,0.018,Femoral BMD,,79.5,older adults,26,100%,0.69,0.1,Canada,60,50,2,0,26.1,Overweight,Reported,Not reported,Low,Low,Low,Low,Low,Low
379,Liu-Ambrose 2004,,Liu-Ambrose 2004,Mixed aerobic exercises,36,33,0.004,0.021,Femoral BMD,,78.9,older adults,26,100%,0.6,0.08,Canada,250,50,2,500,25.4,Overweight,Reported,Not reported,Low,Low,Low,Low,Low,Low
380,Liu-Ambrose 2004,,Liu-Ambrose 2004,Resistance,34,29,-0.002,0.02,Femoral BMD,,79.6,older adults,26,100%,0.58,0.11,Canada,300,50,2,600,23.4,Healthy BMI,Reported,Not reported,Low,Low,Low,Low,Low,Low
381,Liu-Ambrose 2004,,Liu-Ambrose 2004,Control,34,31,0.003,0.02,Hip total BMD,,79.5,older adults,26,100%,0.69,0.12,Canada,60,50,2,0,26.1,Overweight,Reported,Not reported,Low,Low,Low,Low,Low,Low
382,Liu-Ambrose 2004,,Liu-Ambrose 2004,Mixed aerobic exercises,36,33,0.006,0.019,Hip total BMD,,78.9,older adults,26,100%,0.69,0.11,Canada,250,50,2,500,25.4,Overweight,Reported,Not reported,Low,Low,Low,Low,Low,Low
383,Liu-Ambrose 2004,,Liu-Ambrose 2004,Resistance,34,29,0.001,0.021,Hip total BMD,,79.6,older adults,26,100%,0.67,0.14,Canada,300,50,2,600,23.4,Healthy BMI,Reported,Not reported,Low,Low,Low,Low,Low,Low
384,Liu-Ambrose 2019,NCT01029171; NCT00323596,Liu-Ambrose 2019,Control,172,172,,,Fracture,12,79.5,older adults,52,69%,,, Canada,60,50,2,0,26.1,Overweight,,Not reported,Low,Some concern,Low,Low,Low,Some concern
385,Liu-Ambrose 2019,NCT01029171; NCT00323596,Liu-Ambrose 2019,Combined aerobic/resistance,173,172,,,Fracture,15,78.9,older adults,52,64%,,, Canada,207.5,50,2,415,23.4,Healthy BMI,,Not reported,Low,Some concern,Low,Low,Low,Some concern
386,Lord 1996,,Lord 1996,Control,,70,0.02,0.054,Femoral BMD,,71.5,older adults,52,100%,0.76,0.122,Australia,72,60,2,0,26.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
387,Lord 1996,,Lord 1996,Combined aerobic/resistance,,68,0.01,0.058,Femoral BMD,,71.7,older adults,52,100%,0.78,0.131,Australia,198,60,2,395,26.8,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
388,Lord 1996,,Lord 1996,Control,,70,0.004,0.09,Lumbar BMD,,71.5,older adults,52,100%,1.004,0.184,Australia,72,60,2,0,26.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
389,Lord 1996,,Lord 1996,Combined aerobic/resistance,,68,0.012,0.1,Lumbar BMD,,71.7,older adults,52,100%,1.024,0.21,Australia,197.5,60,2,395,26.8,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
390,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,13,9,0.05,0.17,Femoral BMD,,54.9,adults,26,100%,0.743,0.11,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
391,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,12,9,0.047,0.16,Femoral BMD,,54.4,adults,26,100%,0.735,0.11,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
392,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,13,9,-0.035,0.13,Lumbar BMD,,54.9,adults,26,100%,0.95,0.12,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
393,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,12,9,0.005,0.13,Lumbar BMD,,54.4,adults,26,100%,1.032,0.13,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
394,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,13,9,0.061,0.208,Hip total BMD,,54.9,adults,26,100%,0.818,0.12,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
395,Maddalozzo 2000F,,Maddalozzo 2000,Resistance,12,9,0.074,0.208,Hip total BMD,,54.4,adults,26,100%,0.82,0.12,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
396,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,13,12,-0.013,0.085,Femoral BMD,,55.1,adults,26,0%,0.865,0.09,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
397,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,15,12,-0.004,0.1,Femoral BMD,,54.8,adults,26,0%,0.871,0.1,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
398,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,13,12,-0.001,0.16,Lumbar BMD,,55.1,adults,26,0%,1.133,0.15,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
399,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,15,12,0.024,0.1,Lumbar BMD,,54.8,adults,26,0%,1.057,0.09,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
400,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,13,12,0.004,0.135,Hip total BMD,,55.1,adults,26,0%,1.002,0.09,USA,210,75,3,630,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
401,Maddalozzo 2000M,,Maddalozzo 2000,Resistance,15,12,0.007,0.066,Hip total BMD,,54.8,adults,26,0%,0.967,0.09,USA,360,75,3,1080,  ,,Not reported,Not reported,Some concern,Low,Low,Low,High,High
402,Maddalozzo 2007,,Maddalozzo 2007,Control,29,29,-0.024,0.046,Femoral BMD,,52.5,adults,52,100%,0.752,0.1,Portland,90,75,2,0,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
403,Maddalozzo 2007,,Maddalozzo 2007,Resistance,29,29,-0.011,0.042,Femoral BMD,,52.3,adults,52,100%,0.756,0.09,Portland,275,75,2,550,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
404,Maddalozzo 2007,,Maddalozzo 2007,Control,29,29,-0.042,0.059,Lumbar BMD,,52.5,adults,52,100%,0.958,0.12,Portland,90,75,2,0,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
405,Maddalozzo 2007,,Maddalozzo 2007,Resistance,29,29,0.002,0.064,Lumbar BMD,,52.3,adults,52,100%,0.972,0.13,Portland,275,75,2,550,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
406,Maddalozzo 2007,,Maddalozzo 2007,Control,29,29,-0.023,0.024,Hip total BMD,,52.5,adults,52,100%,0.88,0.1,Portland,90,75,2,0,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
407,Maddalozzo 2007,,Maddalozzo 2007,Resistance,29,29,-0.004,0.028,Hip total BMD,,52.3,adults,52,100%,0.895,0.11,Portland,275,75,2,550,  ,,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
408,Maimoun 2025,,Maimoun 2025,Control,7,7,0.062,0.22,Lumbar BMD,,34.9,adults,26,14%,1.124,0.237,France,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
409,Maimoun 2025,,Maimoun 2025,Whole body vibration,7,7,0.024,0.151,Lumbar BMD,,38.6,adults,26,43%,1.105,0.146,France,275,50,2,550,23.6,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
410,Maimoun 2025,,Maimoun 2025,Control,7,7,0.013,0.102,Femoral BMD,,34.9,adults,26,14%,0.708,0.107,France,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
411,Maimoun 2025,,Maimoun 2025,Whole body vibration,7,7,-0.034,0.162,Femoral BMD,,38.6,adults,26,43%,0.79,0.163,France,275,50,2,550,23.6,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
412,Maimoun 2025,,Maimoun 2025,Control,7,7,0.028,0.118,Hip total BMD,,34.9,adults,26,14%,0.747,0.124,France,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
413,Maimoun 2025,,Maimoun 2025,Whole body vibration,7,7,0,0.188,Hip total BMD,,38.6,adults,26,43%,0.777,0.178,France,275,50,2,550,23.6,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
414,Marchese 2012,,Marchese 2012,Control,,11,-0.03,0.09,Femoral BMD,,59.7,adults,24,100%,0.79,0.06,Italy,72,60,3,0,25.3,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
415,Marchese 2012,,Marchese 2012,Resistance,,11,0.08,0.09,Femoral BMD,,64.1,older adults,24,100%,0.72,0.09,Italy,225,60,3,675,27.9,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
416,Marchese 2012,,Marchese 2012,Control,,11,-0.07,0.12,Lumbar BMD,,59.7,adults,24,100%,1.11,0.12,Italy,72,60,3,0,25.3,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
417,Marchese 2012,,Marchese 2012,Resistance,,11,0.14,0.1,Lumbar BMD,,64.1,older adults,24,100%,0.93,0.07,Italy,225,60,3,675,27.9,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
418,Marchese 2012,,Marchese 2012,Control,,11,-0.07,0.12,Hip total BMD,,59.7,adults,24,100%,0.92,0.13,Italy,72,60,3,0,25.3,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
419,Marchese 2012,,Marchese 2012,Resistance,,11,0.04,0.108,Hip total BMD,,64.1,older adults,24,100%,0.84,0.09,Italy,225,60,3,675,27.9,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
420,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Control,10,10,-0.015,0.047,Femoral BMD,,62.4,older adults,24,100%,0.85,0.1,USA,54,45,3,0,29.4,Overweight,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
421,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Mixed aerobic exercises,13,13,0.005,0.046,Femoral BMD,,58,adults,24,100%,0.89,0.12,USA,360,45,3,1080,29.7,Overweight,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
422,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Whole body vibration,15,15,-0.01,0.161,Femoral BMD,,59.6,adults,24,100%,0.82,0.17,USA,30,10,3,90,31.4,Obese,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
423,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Control,10,10,-0.018,0.089,Lumbar BMD,,62.4,older adults,24,100%,0.93,0.16,USA,54,45,3,0,29.4,Overweight,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
424,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Mixed aerobic exercises,13,13,0.03,0.088,Lumbar BMD,,58,adults,24,100%,0.97,0.22,USA,360,45,3,1080,29.7,Overweight,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
425,Marin-Cascales 2019,NCT01966562,Marin-Cascales 2019,Whole body vibration,15,15,0.003,0.113,Lumbar BMD,,59.6,adults,24,100%,0.97,0.17,USA,30,10,3,90,31.4,Obese,Not reported,Not reported,High,Some concern,Some concern,Low,Low,High
426,Marques 2011a,,Marques 2011a,Control,30,22,-0.007,0.028,Femoral BMD,,68.2,older adults,34,100%,0.678,0.061,Portugal,72,60,2,0,28.2,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
427,Marques 2011a,,Marques 2011a,Combined aerobic/resistance,30,27,0.018,0.042,Femoral BMD,,70.1,older adults,34,100%,0.699,0.091,Portugal,198,60,2,396,28.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
428,Marques 2011a,,Marques 2011a,Control,30,22,-0.005,0.038,Lumbar BMD,,68.2,older adults,34,100%,0.868,0.08,Portugal,72,60,2,0,28.2,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
429,Marques 2011a,,Marques 2011a,Combined aerobic/resistance,30,27,0.011,0.047,Lumbar BMD,,70.1,older adults,34,100%,0.857,0.097,Portugal,198,60,2,396,28.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
430,Marques 2011a,,Marques 2011a,Control,30,22,0.001,0.02,Hip total BMD,,68.2,older adults,34,100%,0.822,0.071,Portugal,72,60,2,0,28.2,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
431,Marques 2011a,,Marques 2011a,Combined aerobic/resistance,30,27,0.004,0.025,Hip total BMD,,70.1,older adults,34,100%,0.828,0.103,Portugal,198,60,2,396,28.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
432,Marques 2011b,,Marques 2011b,Control,24,20,-0.002,0.061,Femoral BMD,,67.9,older adults,34,100%,0.678,0.056,Portugal,72,60,3,0,28.1,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
433,Marques 2011b,,Marques 2011b,Mixed aerobic exercises,24,19,0.003,0.11,Femoral BMD,,70.3,older adults,34,100%,0.657,0.105,Portugal,210,60,3,630,27.5,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
434,Marques 2011b,,Marques 2011b,Resistance,23,15,-0.008,0.096,Femoral BMD,,67.3,older adults,34,100%,0.684,0.082,Portugal,175,60,3,525,28.8,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
435,Marques 2011b,,Marques 2011b,Control,24,20,-0.007,0.025,Hip total BMD,,67.9,older adults,34,100%,0.831,0.065,Portugal,72,60,3,0,28.1,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
436,Marques 2011b,,Marques 2011b,Mixed aerobic exercises,24,19,0.001,0.031,Hip total BMD,,70.3,older adults,34,100%,0.848,0.125,Portugal,210,60,3,630,27.5,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
437,Marques 2011b,,Marques 2011b,Resistance,23,15,0.014,0.032,Hip total BMD,,67.3,older adults,34,100%,0.859,0.124,Portugal,175,60,3,525,28.8,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,High,High
438,Montgomery 2020,,Montgomery 2020,Control,12,11,-0.017,0.094,Femoral BMD,,54.3,adults,52,100%,0.955,0.093,USA,12,10,3,0,25.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
439,Montgomery 2020,,Montgomery 2020,Mixed aerobic exercises,14,9,-0.008,0.102,Femoral BMD,,56,adults,52,100%,0.892,0.112,USA,90,10,3,270,25.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
440,Montgomery 2020,,Montgomery 2020,Control,12,11,-0.02,0.113,Femoral BMD,,54.3,adults,26,100%,0.955,0.093,USA,12,10,3,0,25.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
441,Montgomery 2020,,Montgomery 2020,Mixed aerobic exercises,14,9,-0.013,0.11,Femoral BMD,,56,adults,26,100%,0.892,0.112,USA,90,10,3,270,25.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
442,Montgomery 2020,,Montgomery 2020,Control,12,11,-0.002,0.128,Lumbar BMD,,54.3,adults,52,100%,1.127,0.13,USA,12,10,3,0,25.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
443,Montgomery 2020,,Montgomery 2020,Mixed aerobic exercises,14,9,-0.021,0.185,Lumbar BMD,,56,adults,52,100%,1.097,0.148,USA,90,10,3,270,25.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
444,Montgomery 2020,,Montgomery 2020,Control,12,11,0.014,0.182,Lumbar BMD,,54.3,adults,26,100%,1.127,0.13,USA,12,10,3,0,25.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
445,Montgomery 2020,,Montgomery 2020,Mixed aerobic exercises,14,9,-0.008,0.208,Lumbar BMD,,56,adults,26,100%,1.097,0.148,USA,90,10,3,270,25.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
446,Moreira 2013,,Moreira 2013,Control,44,41,-0.014,0.06,Femoral BMD,,59.3,adults,24,100%,0.813,0.131,Brazil,72,60,3,0,30.5,Obese,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
447,Moreira 2013,,Moreira 2013,Combined aerobic/resistance,64,59,0.01,0.066,Femoral BMD,,58.6,adults,24,100%,0.82,0.145,Brazil,300,60,3,900,29.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
448,Moreira 2013,,Moreira 2013,Control,44,41,-0.012,0.073,Lumbar BMD,,59.3,adults,24,100%,0.912,0.15,Brazil,72,60,3,0,30.5,Obese,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
449,Moreira 2013,,Moreira 2013,Combined aerobic/resistance,64,59,0.002,0.072,Lumbar BMD,,58.6,adults,24,100%,0.91,0.14,Brazil,300,60,3,900,29.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
450,Moreira 2013,,Moreira 2013,Control,44,41,-0.01,0.032,Hip total BMD,,59.3,adults,24,100%,0.9,0.13,Brazil,72,60,3,0,30.5,Obese,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
451,Moreira 2013,,Moreira 2013,Combined aerobic/resistance,64,59,0.001,0.034,Hip total BMD,,58.6,adults,24,100%,0.91,0.14,Brazil,300,60,3,900,29.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Some concern,Some concern
452,Nelson 1994,,Nelson 1994,Control,20,19,-0.022,0.035,Femoral BMD,,57.3,adults,52,100%,0.828,0.109,USA,54,45,2,0,23.1,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
453,Nelson 1994,,Nelson 1994,Resistance,20,20,0.005,0.039,Femoral BMD,,61.1,older adults,52,100%,0.853,0.134,USA,270,45,2,540,24.4,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
454,Nelson 1994,,Nelson 1994,Control,20,19,-0.019,0.035,Lumbar BMD,,57.3,adults,52,100%,0.986,0.152,USA,54,45,2,0,23.1,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
455,Nelson 1994,,Nelson 1994,Resistance,20,20,0.009,0.033,Lumbar BMD,,61.1,older adults,52,100%,1.02,0.164,USA,270,45,2,540,24.4,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
456,Newstead 2004,,Newstead 2004,Control,26,26,-0.01,0.048,Femoral BMD,,56.6,adults,52,100%,0.79,0.02,USA,72,60,3,0,26.1,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
